user_id,amount,hour,day_of_week,is_weekend,is_night,log_amount,amount_zscore,is_high_amount,is_very_high_amount,is_high_risk_merchant,is_high_risk_category,is_high_risk_location,merchant_risk_score,velocity_ratio,amount_vs_user_avg,amount_vs_user_std,is_new_merchant,user_tx_count,user_tx_last_hour,user_tx_last_day,is_business_hours,amount_x_merchant_risk,amount_x_night,is_fraud,merchant_Amazon,merchant_Apple Store,merchant_Best Buy,merchant_Casino Royal,merchant_Costco,merchant_CryptoBridge,merchant_Delta Airlines,merchant_LoanShark Finance,merchant_McDonald's,merchant_Netflix,merchant_OffshoreBank,merchant_PawnShop Plus,merchant_Shell Gas,merchant_Starbucks,merchant_Target,merchant_Uber,merchant_Unknown Vendor,merchant_Walmart,merchant_Wire Transfer Co,category_clothing,category_crypto,category_electronics,category_food,category_gambling,category_healthcare,category_retail,category_travel,category_utilities,"location_Austin, US","location_Chicago, US","location_London, UK","location_Miami, US","location_New York, US","location_San Francisco, US","location_Seattle, US","location_Tokyo, JP",location_Unknown Location,location_anonymous,location_offshore
USR-0172,-0.23480029849336928,0.6984941441678041,-0.9675391438614954,-0.6243829476556362,-0.3515615246553262,-0.35388035656973726,-0.14866037998622267,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.6021519740724014,-0.5763295531764575,-0.6397825003002272,-0.21473796712269025,-0.31256173923602365,-0.46777406998964927,-0.6768053275600163,-0.7677344805591175,1.0629795165520164,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
USR-0101,-0.12837384785846376,1.3039499177891307,-1.4660137156603081,-0.6243829476556362,-0.3515615246553262,-0.3875849141251496,-0.146302506258455,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.49630565760704926,-0.7484473532585324,-0.12481805134320081,-0.3224607482962072,-0.31256173923602365,-1.3438726626124036,0.027649866361416232,-0.32918568766565515,-0.9407519001341595,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
USR-0160,-0.16472962172896502,-0.10878022066063164,1.0263591433337556,1.6015812151095552,-0.3515615246553262,0.5154749010593406,-0.10071430482127705,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.2524869684066309,-0.6507914727641629,-0.44958895086699957,-0.6206494716603267,-0.31256173923602365,0.324886561430938,-0.6768053275600163,-0.43882288588902074,-0.9407519001341595,0.0,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
USR-0187,-0.08964808541697337,0.09303837054647728,0.02940999973613003,-0.6243829476556362,-0.3515615246553262,0.17856661925532252,-0.12708105913163434,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.5933285986150587,-0.732272594120122,-0.2155424007542893,-0.1656547010951459,-0.31256173923602365,1.0827813756839557,-0.3245777305993,-0.5484600841123863,1.0629795165520164,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
USR-0011,-0.15870549545304988,0.6984941441678041,-1.4660137156603081,-0.6243829476556362,-0.3515615246553262,-0.673800467996893,-0.16831558741428254,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.5245331336881571,-0.6945083923800659,0.17022462912482803,0.1958641523025369,-0.31256173923602365,-1.030980308104277,0.027649866361416232,0.10936310522780723,1.0629795165520164,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
USR-0140,-0.17004680260473817,-0.9160545854890674,1.0263591433337556,1.6015812151095552,-0.3515615246553262,-0.4619325905469961,-0.21226168003640744,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.28592389903335236,0.008534969636817722,-0.7289140383801382,-0.5811946696979297,-0.31256173923602365,-0.6972284632956087,0.027649866361416232,-0.43882288588902074,-0.9407519001341595,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
USR-0112,-0.13272776300549136,1.1021313265820218,0.02940999973613003,-0.6243829476556362,-0.3515615246553262,0.03826347277395718,-0.12259420006296723,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.649141084828949,-0.1901933728788795,-0.8223659457677066,-0.7764660758561681,-0.31256173923602365,0.6308257525055507,-0.3245777305993,-0.21954848944228955,-0.9407519001341595,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
USR-0142,-0.08915482479687963,0.6984941441678041,-1.4660137156603081,-0.6243829476556362,-0.3515615246553262,0.33128281325849435,-0.18454265907973513,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.48348898230849047,-0.19115372316287613,-0.15550385510085968,0.07608518398069952,-0.31256173923602365,1.0688750488169279,-0.6768053275600163,-0.5484600841123863,1.0629795165520164,0.0,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
USR-0021,-0.17005492687204862,0.09303837054647728,-0.9675391438614954,-0.6243829476556362,-0.3515615246553262,-0.04142536781283122,-0.1813461007821004,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.36218964498084,-0.2971203935011072,-0.37270607722029475,-0.7877427336766765,-0.31256173923602365,0.4848093204017583,0.027649866361416232,-0.43882288588902074,1.0629795165520164,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
USR-0046,-0.24856195759374167,-2.530603315145939,0.5278845715349427,-0.6243829476556362,2.844452335847639,0.28543161984595145,-0.19706252047304532,-0.32774946540135635,-0.2318205766712201,2.639721100805887,2.639721100805887,2.639721100805887,3.1748550959222595,2.0913442992029823,0.801977752098422,3.5616819055260986,3.199367915101321,-0.46082090655613533,1.084332657243565,3.727390646598872,-0.9407519001341595,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
USR-0054,-0.04253591644618384,-2.530603315145939,-1.4660137156603081,-0.6243829476556362,2.844452335847639,0.8269725572254549,-0.14583071887090476,-0.32774946540135635,-0.2318205766712201,2.639721100805887,2.639721100805887,2.639721100805887,2.812622186937859,2.8435914861298413,1.1006341018537396,2.646899938073752,-0.31256173923602365,1.4095800570591102,3.902153432929295,0.3286375016745384,-0.9407519001341595,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
USR-0176,-0.19648789955605955,0.4966755529606951,1.0263591433337556,1.6015812151095552,-0.3515615246553262,-0.6069742303784058,-0.19803108321911636,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.2993883139283601,-0.4812829926312654,-0.4168587308982626,-0.6922310479391212,-0.31256173923602365,1.1175471928515253,-0.6768053275600163,-0.10991129121892396,-0.9407519001341595,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
USR-0032,-0.038937642261938,1.3039499177891307,-0.9675391438614954,-0.6243829476556362,-0.3515615246553262,0.031724946791136355,-0.17777639859649352,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.2949928677676083,-0.6256883316267662,-0.31696995416564683,-0.2849855174858968,-0.31256173923602365,-0.8501980588329151,-0.3245777305993,-0.21954848944228955,-0.9407519001341595,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
USR-0008,-0.1830973912354883,0.900312735374913,0.5278845715349427,-0.6243829476556362,-0.3515615246553262,0.24848313342251116,-0.19288959428155641,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.21728303542789887,-0.519653617513452,-0.23731926110972362,-0.8956830534902864,-0.31256173923602365,0.8185611652104267,-0.3245777305993,-0.5484600841123863,1.0629795165520164,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
USR-0183,-0.20997842959911983,-0.9160545854890674,-0.9675391438614954,-0.6243829476556362,-0.3515615246553262,-1.3527624827076394,-0.18909233058624864,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.5955938794915396,-0.6012595778651424,-0.8467622658632268,-0.36246645530268645,-0.31256173923602365,1.0341092316493583,-0.6768053275600163,-0.7677344805591175,-0.9407519001341595,0.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
USR-0117,-0.13645848044918277,-0.9160545854890674,0.5278845715349427,-0.6243829476556362,-0.3515615246553262,-0.23274081672087105,-0.16505296791720014,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.14588301761859898,-0.3412590572868882,-0.20054488857738273,-0.4991781542968264,-0.31256173923602365,0.7073105502742039,0.027649866361416232,-0.5484600841123863,-0.9407519001341595,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
USR-0094,-0.11079895798790486,0.6984941441678041,-1.4660137156603081,-0.6243829476556362,-0.3515615246553262,0.3752073174223632,-0.17533175404957815,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.16867229180957297,-0.20073264611331662,-0.38234083745555075,-0.8374261684688642,-0.31256173923602365,1.2844231152558596,-0.6768053275600163,-0.10991129121892396,1.0629795165520164,0.0,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
USR-0069,-0.16275081114986462,-0.10878022066063164,1.0263591433337556,1.6015812151095552,-0.3515615246553262,-0.6469265571163638,-0.06855322166269714,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,0.03091914810566223,-0.5552045339670124,-0.855329792654173,0.330555458819006,-0.31256173923602365,-1.051839798404819,-0.6768053275600163,-0.00027409299555835947,-0.9407519001341595,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
USR-0124,-0.20688628591924962,1.1021313265820218,-0.4690645720626827,-0.6243829476556362,-0.3515615246553262,-0.43089490816666653,-0.16148666818921292,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.6353435485833916,-0.15788749266047758,-0.0007962708085914632,-0.10874531753306822,-0.31256173923602365,-1.2673878648437504,-0.6768053275600163,-0.00027409299555835947,-0.9407519001341595,0.0,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
USR-0035,-0.23350677138342107,1.3039499177891307,-0.4690645720626827,-0.6243829476556362,-0.3515615246553262,-0.252473150347559,-0.16882859245472945,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.4946909142134206,-0.2670875908519451,-0.5179410881607757,0.035066969348464705,-0.31256173923602365,1.1870788271866646,0.027649866361416232,0.10936310522780723,-0.9407519001341595,0.0,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
USR-0164,-0.22017454954463778,1.1021313265820218,0.5278845715349427,-0.6243829476556362,-0.3515615246553262,-0.9763741634314343,-0.21939423258887764,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.7103392168024208,-0.09510692906066391,-0.06687306904494889,0.31137561480164005,-0.31256173923602365,1.7294255750007506,-0.3245777305993,-0.7677344805591175,-0.9407519001341595,0.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
USR-0183,-0.22268629370708692,0.4966755529606951,-1.4660137156603081,-0.6243829476556362,-0.3515615246553262,0.4251288748883107,-0.13918203408062257,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.1576270627267246,-0.04803319808576487,-0.8301678974401872,0.26058866425751004,-0.31256173923602365,-1.2882473551442923,-0.6768053275600163,-0.21954848944228955,1.0629795165520164,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
USR-0069,-0.06713152058019566,-0.3105988118677406,0.5278845715349427,-0.6243829476556362,-0.3515615246553262,-0.05423024043226358,-0.15745027538766956,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.5690700636903054,-0.4735230676871898,-0.16009086149276597,0.009705449344529922,-0.31256173923602365,-0.669415809561553,-0.6768053275600163,-0.10991129121892396,1.0629795165520164,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
USR-0122,0.07405237036201615,-2.32878472393883,1.5248337151325682,1.6015812151095552,2.844452335847639,1.7514528645874023,0.12616705643469384,3.051111002653864,-0.2318205766712201,2.639721100805887,2.639721100805887,2.639721100805887,2.492310477775709,4.012637047457922,1.863190014158756,1.3083345951731475,3.199367915101321,-1.2048093939421252,3.549925835968579,1.9731954750250227,-0.9407519001341595,0.0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
USR-0194,0.3482163860399818,-2.32878472393883,-0.9675391438614954,-0.6243829476556362,2.844452335847639,2.151653977623537,0.43520543320225885,3.051111002653864,-0.2318205766712201,2.639721100805887,2.639721100805887,2.639721100805887,1.8571469883488654,0.784843461459084,3.9632979617636503,1.9150334182030224,3.199367915101321,-0.7111347901626366,2.49324304508643,2.850293060811947,-0.9407519001341595,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
USR-0189,-0.14749380220605748,-0.3105988118677406,-0.4690645720626827,-0.6243829476556362,-0.3515615246553262,-0.5642945640283572,-0.26647706882827327,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.47627175160870494,-0.08040876466004922,-0.5413007623220458,-0.576911340692667,-0.31256173923602365,-0.8432448953994012,0.027649866361416232,-0.6580972823357519,1.0629795165520164,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
USR-0191,-0.17121188017413894,-0.9160545854890674,1.0263591433337556,1.6015812151095552,-0.3515615246553262,-0.18007705213802488,-0.18973123043292867,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.36867754644825396,-0.7460557262595348,-0.3612312592313561,-0.35773676264784315,-0.31256173923602365,-1.3160600088783478,-0.6768053275600163,-0.32918568766565515,-0.9407519001341595,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
USR-0147,-0.11333567516499102,-1.723328950317503,0.02940999973613003,-0.6243829476556362,2.844452335847639,0.9594218127978614,-0.04719912642895868,-0.32774946540135635,-0.2318205766712201,2.639721100805887,2.639721100805887,2.639721100805887,3.1959313841282224,2.5696621470695225,2.829287993471701,2.8049128728316033,3.199367915101321,0.874186472678538,2.1410154481257138,0.438274699897904,-0.9407519001341595,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
USR-0136,-0.11385279746167055,0.4966755529606951,-0.9675391438614954,-0.6243829476556362,-0.3515615246553262,0.8451962835950514,-0.15045225340294796,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.4348469830540903,-0.2806639429841913,-0.8531665330341776,0.41749141317948807,-0.31256173923602365,-0.38433610878748214,0.027649866361416232,-0.21954848944228955,1.0629795165520164,0.0,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
USR-0157,-0.11097640775913964,-2.530603315145939,0.02940999973613003,-0.6243829476556362,2.844452335847639,1.0585260775490437,-0.15707754408914082,-0.32774946540135635,-0.2318205766712201,2.639721100805887,2.639721100805887,2.639721100805887,1.9537326357412799,0.9196040648360893,3.765020280828662,2.1605160130052288,3.199367915101321,1.1245003562850393,0.7321050602828487,1.2057350874614632,-0.9407519001341595,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
USR-0026,-0.19003968844431718,-0.9160545854890674,0.5278845715349427,-0.6243829476556362,-0.3515615246553262,-0.32290273099230604,-0.20251658515104812,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.5539538424417243,0.05356079742654957,0.057718433795576,0.07431105557359817,-0.31256173923602365,-1.037933471537791,-0.6768053275600163,-0.5484600841123863,-0.9407519001341595,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
USR-0095,-0.1602839435222815,-0.10878022066063164,0.5278845715349427,-0.6243829476556362,-0.3515615246553262,-0.30190094195159245,-0.12680900399806597,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.1508349786508761,-0.036528857149957,-0.20720348062453467,-0.009864693020166477,-0.31256173923602365,-0.31480447445234294,-0.3245777305993,-0.5484600841123863,1.0629795165520164,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
USR-0092,-0.238308814661088,-0.5124174030748495,-0.9675391438614954,-0.6243829476556362,-0.3515615246553262,-0.7861913930379179,-0.22941238681970988,-0.32774946540135635,-0.2318205766712201,-0.37882789954389795,-0.37882789954389795,-0.37882789954389795,-0.511640572224368,-0.708494009522034,-0.2963147679503664,-0.32303341748958453,-0.31256173923602365,0.08152584125795072,0.027649866361416232,-0.6580972823357519,1.0629795165520164,0.0,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
