user_id,amount,merchant,category,location,hour,day_of_week,is_weekend,is_night,log_amount,amount_zscore,is_high_amount,is_very_high_amount,is_high_risk_merchant,is_high_risk_category,is_high_risk_location,merchant_risk_score,velocity_ratio,amount_vs_user_avg,amount_vs_user_std,is_new_merchant,user_tx_count,user_tx_last_hour,user_tx_last_day,is_business_hours,amount_x_merchant_risk,amount_x_night,is_fraud
USR-0095,272.2648590944045,Starbucks,retail,"New York, US",12,4,0,0,5.005318138628658,0.6849195858693213,0,0,0,0,0,0.15423019111009045,1.7921047300748685,0.2321606818539316,0.46924765378985495,0,202,1,3,1,0,0,0
USR-0092,-329.08527438101817,Best Buy,food,"New York, US",10,1,0,0,4.351032476572639,-1.2900516030727347,0,0,0,0,0,0.07040396913727129,0.5710312759917641,0.06864941156725947,0.0035031906780027613,0,259,2,2,1,0,0,0
USR-0057,550.5609056150175,Costco,healthcare,"Austin, US",13,5,1,0,4.957410063560515,-0.6324761441533839,0,0,0,0,0,0.138756138595132,1.172683323421888,-0.05710251945061409,0.5329736375170927,0,398,1,3,0,0,0,0
USR-0091,199.0919647831216,Walmart,clothing,"Austin, US",9,6,1,0,5.19516879650411,0.20863125995471823,0,0,0,0,0,0.03369496211791595,1.544463153262499,0.07864406898881873,-0.14458865707252083,0,335,1,7,0,0,0,0
USR-0184,-71.133945932459,Apple Store,healthcare,"London, UK",8,1,0,0,5.047052946581417,-0.7988292149956684,0,0,0,0,0,0.18336038996612147,1.6280644627901248,-0.8423257071554671,-0.7614393597028875,0,262,0,2,0,0,0,0
USR-0104,-62.04535035361023,Uber,utilities,"Austin, US",10,3,0,0,4.1375450387455155,-0.899818921874485,0,0,0,0,0,0.14802178280426487,1.056015959212414,0.7133155232845012,0.005191645837149386,0,160,1,3,1,0,0,0
USR-0022,8589.450686402006,CryptoBridge,electronics,anonymous,4,4,0,1,9.017930222098272,19.096307504582473,1,1,1,1,1,0.6199277540543809,3.730539295508648,4.883177648157354,2.814651865194538,1,78,12,36,0,0,0,1
USR-0081,6765.5952669089975,Wire Transfer Co,travel,Unknown Location,23,4,0,1,8.842891895548775,14.953969146234739,1,1,1,1,1,0.6878538990632483,8.535425824744598,6.406030974747666,2.8365166118652363,1,127,10,31,0,0,0,1
USR-0014,437.3470846173875,Starbucks,clothing,"Tokyo, JP",19,1,0,0,5.827268635299747,-0.8828283937334954,0,0,0,0,0,0.011431361711348759,0.5993080066591338,0.42023314003385775,0.6834624210670956,0,363,2,2,0,0,0,0
USR-0039,-183.11606572038335,Starbucks,healthcare,"London, UK",16,1,0,0,3.873563476892409,-0.7522910209219456,0,0,0,0,0,0.06868203636862442,0.8585919764304117,-0.44263870410093054,-0.7036103977444879,0,145,0,4,1,0,0,0
USR-0111,390.04122330755354,Target,food,"Tokyo, JP",17,1,0,0,5.227775092536351,0.8277683373771103,0,0,0,0,0,0.1285630587394132,1.6414807874549315,0.12556580459072691,0.13797890166945767,0,236,2,9,1,0,0,0
USR-0121,179.30482320707424,Delta Airlines,utilities,"Tokyo, JP",18,5,1,0,5.132868005130483,1.334010674890942,0,0,0,0,0,0.03678866767807211,0.628265850534243,-0.8415203799492773,-0.55998113230278,0,4,1,8,0,0,0,0
USR-0036,939.6546578889023,Target,utilities,"Seattle, US",14,4,0,0,5.5278530173623395,1.2466026829181744,0,0,0,0,0,0.21447367535417136,1.8250169923201125,0.17276547593120392,0.8631208957880768,0,335,1,6,1,0,0,0
USR-0179,196.27611327840253,Walmart,utilities,"Miami, US",16,1,0,0,5.304929529074669,0.03451527387925869,0,0,0,0,0,0.168139482618161,0.9136496337662566,1.1169267682805137,0.3489392876578944,0,212,0,4,1,0,0,0
USR-0100,723.546965837626,Netflix,healthcare,"Austin, US",8,2,0,0,4.379503362931008,1.1598458853956095,0,0,0,0,0,0.060534375729417396,1.4375238914097053,-0.3127426674932775,-0.06118141482939726,0,261,2,2,0,0,0,0
USR-0143,172.43702628018946,Uber,food,"New York, US",12,2,0,0,4.769051338404431,1.8363942000571183,0,0,0,0,0,0.08125575007591022,1.2598807940726076,-0.3244752265845168,0.7907997388396332,0,318,1,5,1,0,0,0
USR-0001,-146.7460587344102,Walmart,retail,"Chicago, US",16,2,0,0,5.4762143996688,0.18128945738735297,0,0,0,0,0,0.17006192863003414,1.309279522079778,0.7630956422154381,-0.690882808833598,0,361,0,3,1,0,0,0
USR-0089,1487.153358706356,Best Buy,food,"Tokyo, JP",17,1,0,0,5.428523156147984,-1.0362169467059437,0,0,0,0,0,0.15346523908119641,1.0721242101003803,0.4316532104796422,0.8911965793706886,0,125,1,1,1,0,0,0
USR-0194,-251.1688880242749,Uber,food,"New York, US",8,6,1,0,5.738074081683084,1.404231973511392,0,0,0,0,0,0.10860018159752576,1.9502448089451676,0.3604900908213218,-0.9144762460347119,0,134,2,7,0,0,0,0
USR-0038,-681.4667177132997,Best Buy,utilities,"London, UK",8,4,0,0,4.4712101281566685,-1.5839820962102666,0,0,0,0,0,0.16372234752735795,1.5586029279594242,0.5932172933846294,-0.744326475224796,0,196,1,2,0,0,0,0
USR-0141,-586.8049377738707,Netflix,food,"Austin, US",18,5,1,0,5.406431558881552,-0.9476005247480767,0,0,0,0,0,0.028591596051076168,1.6967664480945137,-0.6647759376927075,-0.3511884223309949,0,157,0,4,0,0,0,0
USR-0027,1328.2400444433426,Best Buy,retail,"San Francisco, US",10,2,0,0,5.692692794088892,-1.9486979193915297,0,0,0,0,0,0.06867781523713756,0.8167881847644887,0.6356324660688683,0.14496627905565052,0,200,2,8,1,0,0,0
USR-0100,1201.59987495544,Amazon,retail,"Chicago, US",16,3,0,0,5.971308121120665,1.0339750469862388,0,0,0,0,0,0.17699251365035934,1.621098930572063,-0.9455265839861845,0.32774419344844563,0,497,2,9,1,0,0,0
USR-0149,224.27932737246385,McDonald's,food,"Austin, US",13,4,0,0,5.07828429811646,-2.4330147660989514,0,0,0,0,0,0.03875873769773974,0.842054404444381,0.5734429967417861,-0.36099701415713803,0,438,2,3,1,0,0,0
USR-0180,326.42964958192806,Uber,healthcare,"New York, US",12,1,0,0,5.030424697719226,0.729219309013454,0,0,0,0,0,0.1550614501593864,1.4497153516098784,-0.807663835788208,-0.3302326084059646,0,90,2,6,1,0,0,0
USR-0179,457.7454464526207,McDonald's,utilities,"London, UK",8,2,0,0,5.9062006804973946,2.0203819771599885,0,0,0,0,0,0.057875322387096494,1.345926430584961,-0.6293714623613564,-0.8653878135276183,0,161,0,6,0,0,0,0
USR-0084,-598.4407495320352,Apple Store,food,"Seattle, US",9,0,0,0,4.470410436182129,1.2482288144634046,0,0,0,0,0,0.11584611160080786,1.182778823594992,0.7002162126523191,-0.038434989345986006,0,360,0,7,1,0,0,0
USR-0029,711.8713324883897,Delta Airlines,utilities,"Austin, US",18,5,1,0,4.990480263593389,-1.4694178621268195,0,0,0,0,0,0.15514778184355554,0.9827492321737176,0.6012541363836538,0.23706056337231893,0,257,1,3,0,0,0,0
USR-0166,657.4771327071231,Shell Gas,retail,"New York, US",9,1,0,0,5.125840381702602,-2.055134280330067,0,0,0,0,0,0.14148187646299393,0.7923657938406506,-0.2163237831883542,-0.9045392678503664,0,131,1,3,1,0,0,0
USR-0057,-359.0684913647631,Walmart,healthcare,"Miami, US",19,0,0,0,4.818796916021101,-0.9557803731419314,0,0,0,0,0,0.05749914519676966,1.0051326160448235,0.4361027250393914,-1.0253143426231,0,54,0,5,0,0,0,0
USR-0032,266.82673739639836,Costco,clothing,"Chicago, US",8,5,1,0,4.817715050348497,0.5751539194648017,0,0,0,0,0,0.17501161218279104,1.980843483243005,-0.3313749564689952,0.3369767909655149,0,469,1,7,0,0,0,0
USR-0197,158.1877717735638,Walmart,clothing,"New York, US",19,6,1,0,5.225308738925266,1.0005742289513577,0,0,0,0,0,0.08109258141654414,0.9254969774427212,-0.17073092030572928,0.259896638487243,0,396,0,5,0,0,0,0
USR-0086,-19.527263039633958,Walmart,healthcare,"London, UK",16,2,0,0,4.070832979282456,0.16948241989705176,0,0,0,0,0,0.15293728356093847,0.572357267218171,0.14715148566465022,1.1161904365235973,0,215,0,2,1,0,0,0
USR-0022,4468.483317422031,Casino Royal,travel,offshore,4,5,1,1,8.590502047094464,11.708824250080282,1,0,1,1,1,0.8985309355283393,10.012420822769183,5.175756657975788,2.6562084182735046,1,75,8,27,0,0,0,1
USR-0017,1.5584414938157067,Best Buy,food,"Austin, US",17,1,0,0,3.67517838654473,1.7609943943604445,0,0,0,0,0,0.07100878748856587,1.2222061788870666,0.5829795152344094,-0.8836838670827369,0,342,0,9,1,0,0,0
USR-0154,-124.2830310606711,Apple Store,clothing,"Tokyo, JP",16,0,0,0,4.406249256929458,-0.8887064749693867,0,0,0,0,0,0.1260273650942629,1.59440002269555,-0.14173086905646057,-0.26653517005795285,0,310,2,1,1,0,0,0
USR-0011,10989.39021943236,PawnShop Plus,crypto,offshore,3,4,0,1,9.275119736988396,25.074228580947924,1,1,1,1,1,0.7044105114565676,5.520109726065482,6.3797355410241705,3.0888775887896416,1,98,9,33,0,0,0,1
USR-0081,70.73141708814627,Best Buy,utilities,"Chicago, US",11,3,0,0,4.466307976688235,-1.5667571832658698,0,0,0,0,0,0.11276948200625478,1.5675391661410938,-0.3118944666313964,0.597144010772544,0,73,0,8,1,0,0,0
USR-0035,-24.4872572032005,McDonald's,clothing,"New York, US",16,6,1,0,5.516074175710112,0.3977914079201337,0,0,0,0,0,0.15267060896161272,1.6895598793893474,0.4095137164173382,-0.4227177413619411,0,354,2,5,0,0,0,0
USR-0149,2656.326880693379,LoanShark Finance,crypto,Unknown Location,23,6,1,1,8.028301226336328,5.867173544577397,1,0,1,1,1,0.8576068710611938,8.070267351007791,5.738577388545699,6.023074461952495,0,268,13,35,0,0,0,1
USR-0145,7508.455760735276,OffshoreBank,electronics,anonymous,1,6,1,1,8.99302562221836,19.0767410196817,1,1,1,1,1,0.6461828107567685,6.836470324436763,7.717842915110356,2.214145360600788,1,137,5,17,0,0,0,1
USR-0103,73.71244095616798,Starbucks,utilities,"San Francisco, US",11,2,0,0,4.855198171857763,-0.6980261582227725,0,0,0,0,0,0.03390750856754421,1.4041906613259234,-0.8218763590785287,-0.7484846166719162,0,98,2,5,1,0,0,0
USR-0120,499.9828846785886,Starbucks,retail,"Seattle, US",17,6,1,0,5.5759315321594,0.5784828470397445,0,0,0,0,0,0.09964368958091605,1.7465222618321332,-0.42899750888160887,0.2541016687876003,0,16,0,2,0,0,0,0
USR-0029,3265.9863614610013,PawnShop Plus,travel,anonymous,2,3,0,1,8.13740517360276,7.4367063711121455,1,0,1,1,1,0.8663274906581686,5.8055567241332735,4.83445682248327,4.444027464058108,0,239,11,19,0,0,0,1
USR-0177,14518.526388302955,OffshoreBank,electronics,offshore,23,0,0,1,9.693146030774363,36.06459824142781,1,1,1,1,1,0.6369920972920913,5.481129443771223,3.806694965282719,3.1177535208709135,1,153,3,24,0,0,0,1
USR-0171,-84.6034093471061,McDonald's,clothing,"Tokyo, JP",19,4,0,0,6.066209125847136,0.4079183114633833,0,0,0,0,0,0.12730898007287753,1.9939422653909442,0.6390745285484778,0.19852733937674982,0,62,0,2,0,0,0,0
USR-0093,70.46887942567207,Best Buy,utilities,"Miami, US",11,3,0,0,4.242932886958133,-2.07806804397044,0,0,0,0,0,0.11845574253339412,1.3163212420977404,0.009283213643138315,-0.6187815689868386,0,226,0,9,1,0,0,0
USR-0020,574.7621366470917,Shell Gas,food,"New York, US",12,2,0,0,4.479879334145102,-0.5223200044919866,0,0,0,0,0,0.20899404940351185,0.5539852625767444,-0.13539335927309223,0.49655705248698506,0,62,0,8,1,0,0,0
USR-0089,293.45339728198644,Shell Gas,healthcare,"Miami, US",10,4,0,0,5.90680412773403,0.7693022621338705,0,0,0,0,0,0.13708596225136416,1.360748907797084,-0.9286510267283269,0.7199236876610543,0,323,2,9,1,0,0,0
USR-0072,6181.446045832315,PawnShop Plus,crypto,Unknown Location,2,5,1,1,8.814079416880471,14.360245329367824,1,1,1,1,1,0.8358510661587034,3.320994911121249,5.183062030038686,5.892562042690416,1,284,7,22,0,0,0,1
USR-0040,-162.75889237498419,Target,clothing,"Chicago, US",15,1,0,0,4.827265906453347,1.5370476926790784,0,0,0,0,0,0.11706503604468536,0.952308718587217,0.7418564742592288,0.593183925432925,0,168,0,9,1,0,0,0
USR-0058,-478.7030661465383,Starbucks,healthcare,"Chicago, US",19,4,0,0,5.047669141991026,-0.1567945211001638,0,0,0,0,0,0.10569997672535114,2.0363068578370616,-1.0445180132960448,0.7139012477786835,0,437,1,7,0,0,0,0
USR-0039,548.7385494681457,Walmart,healthcare,"Tokyo, JP",11,3,0,0,4.643986498072161,-0.9898759752669521,0,0,0,0,0,0.04965693145376669,0.7438493437272844,-0.34376494421261306,0.09724290097339745,0,360,2,2,1,0,0,0
USR-0063,609.3973689105453,Target,clothing,"New York, US",13,1,0,0,5.911544112215996,-0.20130428407200418,0,0,0,0,0,0.07292355241748275,0.5824341535250953,0.4683955028818957,0.4906401424008441,0,404,1,4,1,0,0,0
USR-0193,468.84374916302977,Costco,food,"San Francisco, US",8,5,1,0,5.301956860815437,1.1258458007159111,0,0,0,0,0,0.029131434373354977,0.8409735871667766,0.7935175848076055,1.021135844447647,0,175,0,4,0,0,0,0
USR-0026,141.71248658697309,Amazon,utilities,"Chicago, US",18,1,0,0,3.7308891537655153,-1.3068751027784098,0,0,0,0,0,0.05772802310126989,1.2631129148714675,0.9371274042661711,-0.8048378161213116,0,489,2,7,0,0,0,0
USR-0084,80.48259947482325,Best Buy,clothing,"Seattle, US",18,5,1,0,5.971549653542707,0.6388987131994451,0,0,0,0,0,0.1518504623845197,0.8858517455523155,0.8848308569895987,-0.7179719780257466,0,92,0,5,0,0,0,0
USR-0015,-5.381248251059773,Amazon,clothing,"London, UK",18,5,1,0,4.783517438542966,0.5171560788658482,0,0,0,0,0,0.15837556472903996,0.9346210666370671,0.742284450807642,0.3984518792789119,0,274,2,8,0,0,0,0
USR-0027,246.15126474108538,Amazon,healthcare,"Tokyo, JP",16,6,1,0,6.11131367139345,1.0061676513657243,0,0,0,0,0,0.17938523563467074,1.4096668487061708,0.21678034647993186,-0.7383665856928735,0,181,1,3,0,0,0,0
USR-0188,306.56804248264393,Best Buy,food,"Austin, US",11,0,0,0,6.170676891515759,0.0009829829185490357,0,0,0,0,0,0.01768961978641395,1.3235040427381768,-0.3394911618855403,0.5750077692915031,0,395,0,1,1,0,0,0
USR-0095,28168.420068035546,Wire Transfer Co,electronics,anonymous,1,5,1,1,10.260399741509092,70.9998582051531,1,1,1,1,1,0.8420313237533007,7.616785518724482,6.583804120496991,5.849035079891432,0,267,8,33,0,0,0,1
USR-0168,591.9260233868656,Shell Gas,retail,"London, UK",13,0,0,0,5.090616414784484,-0.05917099996729386,0,0,0,0,0,0.011060248284280285,0.9958060489653294,0.022594811944055472,-0.7692308561907024,0,461,1,1,1,0,0,0
USR-0090,857.2390961233825,Shell Gas,clothing,"Austin, US",17,6,1,0,4.359325751900385,-2.0854837396335264,0,0,0,0,0,0.1672396005689098,1.8383852391837099,-0.5595027082473364,-0.6925856825493383,0,305,2,3,0,0,0,0
USR-0092,152.3935679506174,Walmart,retail,"Miami, US",16,1,0,0,6.149226865906827,1.7742325656540578,0,0,0,0,0,0.15617491674915263,1.1163848084309755,0.8027672555397873,-0.6910359801349542,0,84,1,6,1,0,0,0
USR-0012,325.61333785783535,Uber,retail,"San Francisco, US",10,5,1,0,5.978617301682824,-0.23894724449734972,0,0,0,0,0,0.06198378020277969,0.801265977327791,0.6807406312410916,-0.6039929145730037,0,55,1,4,0,0,0,0
USR-0150,213.80351291660955,Costco,clothing,"Austin, US",10,1,0,0,4.75907900616094,-0.46842476008319545,0,0,0,0,0,0.07751745347470394,1.2885647100272704,0.06762801199093417,-0.835606939909738,0,243,2,6,1,0,0,0
USR-0159,13867.098573292282,OffshoreBank,electronics,offshore,0,5,1,1,9.585481733614195,35.285047485618335,1,1,1,1,1,0.7412297985244893,9.01102312588313,5.810555865882932,4.820733120975154,0,444,10,41,0,0,0,1
USR-0039,160.39546731791586,Walmart,clothing,"London, UK",11,5,1,0,4.942443372846714,-0.7871674972911644,0,0,0,0,0,0.07979017235179281,1.3342105949537506,0.8049168467758724,-0.5864461608912732,0,237,1,8,0,0,0,0
USR-0087,249.7654851726585,Target,clothing,"Miami, US",8,3,0,0,4.8042648943410375,0.3896812058907169,0,0,0,0,0,0.14859451722120598,1.1294133815962137,-0.041643775812938086,-0.18907877802914472,0,422,0,9,0,0,0,0
USR-0070,102.93679183832332,Starbucks,food,"London, UK",15,1,0,0,4.877314135531083,-1.3556136418451212,0,0,0,0,0,0.16481041872224367,0.9020179547319788,-0.12316030179020712,0.7122821230677251,0,261,2,1,1,0,0,0
USR-0031,553.767644395564,Best Buy,healthcare,"Seattle, US",15,6,1,0,5.787527663966356,-0.39768843236907647,0,0,0,0,0,0.04559732114686767,0.6369631612406877,-0.6338321502013414,0.11221469365498847,0,266,1,9,0,0,0,0
USR-0107,233.87663809367393,Uber,retail,"London, UK",8,0,0,0,5.495740845014248,1.1398994873884516,0,0,0,0,0,0.15463400000732533,1.3634926004876735,0.08159400691870672,0.8132557687730443,0,44,2,6,0,0,0,0
USR-0037,-1048.0274480092028,Walmart,clothing,"New York, US",11,6,1,0,4.033918357098116,-0.46065559580002213,0,0,0,0,0,0.1889813395788073,0.6530588342944105,-0.6487293583895247,-0.013185725849955865,0,245,2,5,0,0,0,0
USR-0126,38720.44390079512,Unknown Vendor,crypto,Unknown Location,3,2,0,1,10.597506222477717,96.08337754483401,1,1,1,1,1,0.9251796700811259,7.433464340356226,7.235047500445158,3.811320471576868,1,178,9,47,0,0,0,1
